,T1,T2,T3,T4,T5,E,STD
W35,-18.076155504873856,-19.973144106542485,-19.79350514035616,-20.371841835546682,-20.000424760913628,-19.643014269646564,0.8056812620639219
W36,2.9598515561849776,0.724924643090162,-0.6089137522015162,1.116992352287782,0.8242835521959957,1.0034276703114802,1.1445342085046457
W37,13.981316308860027,13.113713483972722,12.212591977849417,73.53043319663166,11.135823968936803,24.794775787250124,24.386146639996195
W38,0.2225281908393427,0.40505781431670673,0.7331075062232524,0.8699273121990472,0.5460873948154061,0.555341643678751,0.22978272763860472
W39,8.185562245316344,6.878790139504526,7.435153474767681,6.051757407981224,7.360837933087937,7.182420240131544,0.7032198122391978
W40,-4.439896219172812,-4.976078819844086,-5.060750458367278,-4.465835451732295,-4.878228042508374,-4.764157798324969,0.260780191023609
W41,-4.518596625461028,-4.68386773522262,-4.879059751501508,-5.082864838709565,-5.049314620140683,-4.84274071420708,0.21538869978304281
W42,-4.104772260464432,-4.901559342569861,-5.102047282495001,-4.416545886174907,-5.07403425821619,-4.719791805984078,0.39366318875266443
W43,-3.2136895761005277,-4.4655257183547326,-3.428814384859344,-3.022249392109587,-4.001791245388796,-3.626414063362597,0.532807373006447
W44,-3.7740257608406425,-4.106174719644178,-3.7301948200148707,-3.618585619038138,-4.196771634775261,-3.885150510862618,0.22511163607554335
W45,-3.802885718521997,-3.7871640998874794,-3.55461701029375,-3.663329631830693,-3.5912950809189144,-3.6798583082905667,0.10045128340685172
W46,-4.848155823335106,-4.856759334406273,-4.651385541739707,-4.4694262711553305,-5.299503594352272,-4.825046112997738,0.2768657272610521
W47,-4.262041804083028,-5.163367197759673,-5.412510651730327,-4.0729249497962074,-5.024790376082852,-4.787126995890417,0.5243938043263595
W48,-3.174085041306913,-3.7254342704882757,-3.9721336267226452,-3.5478366379408466,-3.756370227364301,-3.635171960764596,0.26706106965125226
W49,-4.1719946785264455,-4.9815529843726525,-4.7290937745364525,-4.045071572587282,-4.492361071285406,-4.484014816261647,0.34574711047495627
W50,-3.4371135393992387,-4.322426856369564,-3.60479209174749,-2.7481270320632305,-3.6119139091622987,-3.544874685748364,0.5018149099758974
W51,-4.446717480662734,-4.197645281370821,-4.851158101182971,-4.207077688236868,-4.754987546357438,-4.491517219562167,0.271304904665193
W52,-4.170621694472515,-4.402370023580558,-4.7921734429864005,-4.247643115140329,-4.073044810593575,-4.337170617354676,0.2517120152349552
W53,-4.490622772223449,-5.004160322972735,-5.293273211666692,-4.788946326270031,-5.454537886429991,-5.006308103912579,0.34538124664380915
W54,-30.558295259265755,-35.14495735567737,-34.76104612202226,-31.290012082240025,-34.50931895802044,-33.25272595544517,1.9259697762755676
