,T1,T2,T3,T4,T5,E,STD
R2 training,0.20971378744495073,0.24049656732112878,0.2329598509093248,0.24494608325945788,0.23232666537271573,0.23208859086151562,0.012144601931576578
R2 validation,0.26797602952910515,0.19625829525951666,0.21207891938306023,0.1964047158832939,0.26331452024694524,0.2272064960603842,0.03194159871055725
RMSE training,30.532205549535924,31.06872300571301,30.450290647514283,30.795135185436962,32.58839300148516,31.086949477937072,0.7813956401791374
RMSE validation,33.938366263757004,31.255525221617592,33.95638463136882,32.00703279294979,23.73121658646012,30.97770509923066,3.775879806707012
W1,0.17738295626377548,0.7195486199578659,0.5729048992964516,0.9265601908562484,0.7260987005682581,0.62449907338852,0.2502688954804027
W2,-5.435375222088869,-5.491343833315812,-5.127175341477341,-7.075248610854339,-3.182021268551356,-5.262232855257543,1.2421768816876406
W3,1.281548892953078,1.5158989969847247,1.5020060957054633,3.3458846397421143,1.27434574589795,1.7839368742566664,0.7877927254693489
W4,-0.07187934144158539,0.20871648972990378,-0.6086373224299587,-0.5300177565876498,-0.028034470436187904,-0.20597048023309558,0.3126512956184705
W5,1.5008586133228257,3.575907770554228,2.632213763451746,2.4915688868603976,3.125323954918938,2.6651745978216272,0.696854276587693
W6,1.0768323128739503,1.813433586638652,2.131371895163146,0.5141566697481372,1.9124491966314436,1.4896487322110659,0.6028942929805353
W7,7.723305651412747,12.082648895504562,9.034432700844173,8.692880584288677,10.141589013224458,9.534971369054924,1.4899955882912346
W8,7.978457030581765,12.714269488853164,8.792512480222952,8.209912084972796,10.543018162500127,9.64763384942616,1.7770984718760614
W9,13.190686306924848,11.095259569563833,11.989782754402025,11.411991065102919,10.759161193157851,11.689376177830296,0.8531580366684038
W10,2.855235233606016,1.9623803865302005,1.7689909544917044,2.0378811735634295,1.8859754367217363,2.102092636982617,0.38691853688765715
W11,-0.9742853000788294,-2.421601523156932,-2.065656496220329,-1.7111573973201517,-2.3963834533935104,-1.9138168340339505,0.5362017281258851
W12,14.38694979588942,6.929920064514486,6.895842462957183,6.515343387101133,6.888018192061985,8.323214780504841,3.035645975995044
W13,11.150061131562737,6.201974265933863,5.690968246318294,5.793882191855701,6.025157385558597,6.972408644245837,2.096408761457487
W14,12.86138532478579,13.57063701178368,14.574483097691322,13.142328868336499,14.90380872848145,13.810528606215746,0.7979723962959747
W15,-0.10568210850319602,-0.2239908082828625,0.047679423364690346,-0.005633426395106985,-0.13485619548612848,-0.08449662306052073,0.09605566102636962
W16,-1.8222104824649736,-1.969648702445965,-1.4744436785364956,-0.04070214118630136,-1.4338477792473459,-1.3481705567762163,0.6846470743655841
W17,12.90254236161617,14.942849104448436,13.316059872265734,11.48775875736611,16.92014802254499,13.913871623648287,1.8634742739748549
W18,11.250849352461808,11.170776990225336,9.123911637964703,9.60679997410378,12.772099992034173,10.78488758935796,1.3009055052576888
W19,6.886991959177383,9.566527941259576,9.625334663359551,9.882303062208642,10.788135724235364,9.349858670048103,1.3069569959901657
W20,1.7561788694705922,3.4258374084695435,3.040315497820341,3.102041330419419,3.6619502456839745,2.997264670372774,0.6600919622752582
W21,-4.389873364865566,-1.3002995162556845,-3.728651146010105,-4.526605833511272,-2.4323279055718996,-3.275551553242906,1.2348923744695628
W22,8.346701408380575,10.763309585274571,9.891431436608283,9.444839177008044,10.948820149960175,9.87902035144633,0.9447865080021478
W23,8.623163532421634,11.61833968702862,9.717413866891482,9.28101511978449,11.648425257599323,10.177671492745109,1.2386255459087963
W24,10.54511875842666,8.437000501726692,9.105324593126575,8.870947904029228,7.824231973311382,8.956524746124108,0.9061002251600041
W25,0.3451025525276461,1.794610063010688,1.1366710441896128,-0.0531820698325427,0.49807698343679063,0.744255714666439,0.6500874222183252
W26,-2.05790572653672,-3.2411759539866427,-2.5022752303517777,-2.385083517461928,-3.384150449271447,-2.714118175521703,0.5119549135485076
W27,2.8758196293017098,2.6603679878853583,2.906394470050402,2.8908654316798015,1.9777826303910933,2.662246029861673,0.3538312157988689
W28,-2.0546018447118293,0.6143298398857948,0.7428933996205686,1.5651492894260841,-0.35930068432569956,0.10169399997898373,1.2391740335769168
W29,9.733763030640176,11.477500802627342,12.607724351892578,13.343551688220131,11.974398325265675,11.82738763972918,1.2194241059211988
W30,27.084956204253984,30.30144237910829,29.16133465051655,30.400344783400715,29.465396675057352,29.28269493846738,1.1970924201245543
W31,50.754597312097104,58.516673875439054,55.948698380280035,59.282222118813095,62.335400233368055,57.36751838399946,3.883562130597773
W32,-11.31403019726004,-13.514587822049949,-12.96124842315187,-13.643284564402569,-14.215876056313206,-13.129805412635529,0.9916369170647397
W33,29.7645463125912,33.65187932259983,32.147061647985446,33.91481529597649,32.862319897697006,32.46812449536999,1.4874136022729736
W34,33.41842334237585,39.09685973658079,37.616275465311325,39.653124309371435,40.90140730999261,38.1372180327264,2.5844934083153457
W35,-21.844239073851078,-23.941155571802813,-23.95704831192738,-23.65906469296043,-23.92123216823152,-23.464547963754644,0.8174973424127792
W36,0.5807478991223123,-0.0711263711351747,-0.1242430880649862,0.1669561319475375,0.11751251140532873,0.1339694166550035,0.2488806723211038
W37,2.8208957976999187,3.054911462299181,2.587487107929736,22.665167067953316,3.0720253374835824,6.840097354673146,7.914512056507518
W38,0.16056463401210005,0.11614812097603659,0.02998307485772824,0.1414571467684991,0.002255555971088168,0.09008170651709042,0.06262909090685438
W39,4.331148448236853,3.664926379830593,3.9526705681714818,4.0075691561556,4.0335098617178815,3.997964882822482,0.21228904600470846
W40,-1.063636881997539,-1.3541046098485958,-1.437576300883333,-1.0888024025257808,-1.1651601974109027,-1.2218560785332304,0.14830772478436932
W41,-1.2010649016997827,-1.0160606108273804,-1.2966311242276414,-1.7987648812967694,-1.4207912204759068,-1.346662547705496,0.26187441214848184
W42,-0.5724264169415006,-1.0610003888419213,-1.3152370509851496,-1.1494933336044533,-1.40243361991691,-1.100118162057987,0.28986115919329947
W43,0.4313580657014416,-0.606695565377093,0.44472767106654826,0.38252392846803296,-0.15328475233120598,0.09972586950554477,0.4176186100285443
